"MATNO","SESSION","GST111","GST112","CHM111","CHM113","MTH110","MTH112","PHY111","PHY113","GST121","GST122","GST123","CHM122","CHM124","MTH123","MTH125","PHY109","PHY124","FEES","PROBATION","OTHERS"
"ENG1002607",2010,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1002608",2010,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1002609",2010,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1002610",2010,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1002611",2010,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1002574",2010,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG0902504",2010,"0","0","1","0","0","1","0","0","0","0","0","1","1","1","0","0","0",0,1,"0"
"ENG0902507",2010,"1","0","1","0","1","1","0","0","0","0","0","1","0","0","1","0","1",0,1,"0"
"ENG0902515",2010,"0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","1",0,1,"0"
"ENG0902520",2010,"0","0","0","1","0","0","0","0","1","0","0","1","0","0","1","0","0",0,1,"0"
"ENG0902527",2010,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1",0,1,"0"
"ENG0902530",2010,"0","0","0","0","0","0","0","1","1","0","0","1","0","1","1","0","0",0,1,"0"
"ENG0902534",2010,"0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0",0,1,"0"
"ENG0902537",2010,"0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0",0,1,"Temporary Withdrawal"
"ENG0902539",2010,"0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0",0,1,"0"
"ENG0902544",2010,"0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","0","0",0,1,"0"
"ENG0902546",2010,"0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0",0,1,"0"
"ENG0902547",2010,"0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1",0,1,"0"
"ENG0902552",2010,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0",0,1,"0"
"ENG0902559",2010,"0","0","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0",0,1,"0"
"ENG0902564",2010,"0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0",0,1,"0"
"ENG0902576",2010,"0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0",0,1,"0"
"ENG0902579",2010,"0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0",0,1,"0"
"ENG0902589",2010,"1","0","0","0","1","1","0","1","0","1","0","0","0","0","1","1","0",0,1,"0"
"ENG0902590",2010,"0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0",0,1,"0"
"ENG0902591",2010,"0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0",0,1,"0"
"ENG0902593",2010,"0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0",0,1,"0"
"ENG0902596",2010,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0",0,1,"0"
"ENG0902597",2010,"0","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1",0,1,"0"
"ENG0902621",2010,"0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0",0,1,"0"
"ENG0902622",2010,"0","1","0","1","0","1","1","0","0","0","0","0","1","0","1","0","0",0,1,"0"
"ENG0903596",2010,"1","0","1","0","0","0","1","0","1","1","1","0","0","1","0","0","1",0,1,"0"
"ENG0905919",2010,"0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","1","0",0,1,"0"
"ENG0905920",2010,"0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0",0,1,"0"
"ENG1102471",2011,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"Medical Case"
"ENG1203050",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203051",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203052",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203053",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203054",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203056",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203057",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203058",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203059",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203060",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203061",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203062",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203063",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203064",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203065",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203067",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203068",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203069",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203070",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203071",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203072",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203073",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203074",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203075",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203076",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203078",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203079",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203080",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203081",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203082",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203083",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203084",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203085",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203086",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203087",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203088",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203089",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203090",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203091",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203092",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203093",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203094",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203095",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203096",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203097",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203098",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203099",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203100",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203101",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203102",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203103",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203104",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203105",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203106",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203107",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203108",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203110",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203111",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203112",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203113",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203114",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203115",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203116",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203117",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203118",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203119",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203120",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203121",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203122",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203123",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203124",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203125",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203126",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203127",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203128",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203129",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203130",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203131",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203134",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203136",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203137",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203138",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203139",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203140",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203141",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203142",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203143",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203144",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203145",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203146",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203148",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203149",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203150",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1102471",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1102480",2012,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0",1,1,"0"
"ENG1102492",2012,"1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0",1,1,"0"
"ENG1102525",2012,"0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0",1,1,"0"
"ENG1102542",2012,"0","0","1","0","0","0","1","1","0","0","0","0","1","0","1","0","0",1,1,"0"
"ENG1102545",2012,"0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0",1,1,"0"
"ENG1106028",2012,"0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","1","0",1,1,"0"
"ENG1106647",2012,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,1,"0"
"ENG1002557",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1206392",2012,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1206393",2012,"0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0",1,1,"0"
"ENG1203076",2013,"0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0",1,1,"0"
"ENG1203069",2013,"0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0",1,1,"0"
"ENG1203093",2013,"0","0","1","1","1","0","0","0","1","0","1","1","1","0","0","0","0",1,1,"0"
"ENG1206119",2013,"0","0","1","0","1","1","0","1","0","1","0","0","1","0","1","0","1",1,1,"0"
"ENG1206393",2013,"0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0",1,1,"0"
"ENG1203144",2013,"0","0","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0",1,1,"0"
"ENG1203140",2013,"0","0","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0",1,1,"0"
"ENG1203121",2013,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1",1,1,"0"
"ENG1203120",2013,"1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0",1,1,"0"
"ENG1203116",2013,"0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0",1,1,"0"
"ENG1203113",2013,"0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0",1,1,"0"
"ENG1203108",2013,"0","0","0","0","1","0","1","0","0","0","0","0","1","1","1","0","0",1,1,"0"
"ENG1203102",2013,"0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","1",1,1,"0"
"ENG1203099",2013,"1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0",1,1,"0"
"ENG1203100",2013,"0","0","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0",1,1,"0"
"ENG1203096",2013,"0","0","1","0","1","1","0","1","0","0","0","1","1","0","0","0","0",1,1,"0"
"ENG1203081",2013,"0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0",1,1,"0"
"ENG1306692",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303654",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1203064",2013,"0","0","1","1","1","0","0","0","0","0","0","1","1","0","0","0","0",1,1,"0"
"ENG1203063",2013,"0","0","1","0","1","1","1","1","0","0","0","1","0","1","0","0","0",1,1,"0"
"ENG1203106",2013,"0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0",1,1,"0"
"ENG1206119",2012,"0","0","1","0","1","1","0","1","0","1","0","0","1","0","1","0","1",1,1,"0"
"ENG1306695",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1306693",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1306691",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303696",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303694",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303693",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303692",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303690",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303689",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303688",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303687",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303685",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303684",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303683",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303682",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303680",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303677",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303676",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303697",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1306685",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1306688",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303629",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303627",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303626",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303625",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303624",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303623",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303622",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303621",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303620",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303619",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303618",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303617",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303616",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303615",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303613",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303612",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303611",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303610",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303609",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303608",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1306689",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1306690",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1306696",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303628",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1306697",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303633",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303650",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303652",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303657",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303664",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303667",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
"ENG1303673",2013,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",1,0,"0"
